_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,1,0,1,0,1,-3.8,0,0,-2.7,0,-2.6,0,-2.3,GO:0070848,response to growth factor,M10010101,4,0
0,0,0,1,1,0,1,1,0,0,0,-2,-9.4,0,-3.2,-3.9,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00011011,4,0
1,0,1,1,0,1,0,0,-6.9,0,-2.2,-2.6,0,-2.4,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M10110100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.5,-3.8,-2.1,0,-2.2,GO:0010950,positive regulation of endopeptidase activity,M00011101,4,0
1,0,1,0,0,1,1,0,-9.7,0,-3.4,0,0,-4.9,-3.3,0,GO:0009725,response to hormone,M10100110,4,0
1,1,0,0,1,1,0,0,-4.1,-2,0,0,-2,-3.1,0,0,GO:1901653,cellular response to peptide,M11001100,4,0
1,1,0,1,0,1,0,0,-4.7,-2.9,0,-2.2,0,-3.2,0,0,GO:0048732,gland development,M11010100,4,0
1,1,0,1,0,1,0,0,-2.9,-4.6,0,-3.1,0,-4.3,0,0,GO:0098657,import into cell,M11010100,4,0
1,0,0,1,1,1,0,0,-2.8,0,0,-2.1,-3.2,-3.1,0,0,GO:0070302,regulation of stress-activated protein kinase signaling cascade,M10011100,4,0
1,1,0,0,0,0,1,0,-11,-3.5,0,0,0,0,-5.3,0,GO:0032787,monocarboxylic acid metabolic process,M11000010,3,0
0,1,0,0,0,1,1,0,0,-12,0,0,0,-2.4,-2.7,0,GO:0010817,regulation of hormone levels,M01000110,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.2,-8.5,-2.1,0,0,GO:2001236,regulation of extrinsic apoptotic signaling pathway,M00011100,3,0
1,1,0,0,0,0,1,0,-5.2,-6.2,0,0,0,0,-2.1,0,M5948,HALLMARK BILE ACID METABOLISM,M11000010,3,0
1,1,0,0,0,0,1,0,-4.8,-7.3,0,0,0,0,-6.4,0,GO:0008202,steroid metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.3,-3.2,-2.5,0,0,GO:0050900,leukocyte migration,M00011100,3,0
1,0,1,0,0,0,1,0,-3.7,0,-3.9,0,0,0,-3.3,0,GO:0010975,regulation of neuron projection development,M10100010,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.3,-4.9,-4,0,0,GO:0042330,taxis,M00011100,3,0
1,0,0,0,0,0,1,1,-3.8,0,0,0,0,0,-2.2,-2.2,GO:0006164,purine nucleotide biosynthetic process,M10000011,3,0
0,1,0,0,0,1,1,0,0,-4.5,0,0,0,-4.5,-6.2,0,GO:0051046,regulation of secretion,M01000110,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.6,-3.1,0,-2.6,GO:0016032,viral process,M00001101,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-9.6,-6.5,0,-2.1,GO:0001775,cell activation,M00001101,3,0
0,1,0,1,0,1,0,0,0,-4.4,0,-2.2,0,-3.3,0,0,GO:1903034,regulation of response to wounding,M01010100,3,0
1,1,0,0,0,0,1,0,-8.9,-5.7,0,0,0,0,-4.7,0,M5935,HALLMARK FATTY ACID METABOLISM,M11000010,3,0
0,0,0,1,1,0,0,1,0,0,0,-2.3,-3.1,0,0,-2.1,M256,PID TAP63 PATHWAY,M00011001,3,0
0,0,0,0,0,1,1,1,0,0,0,0,0,-2.8,-3.1,-4.3,GO:0016050,vesicle organization,M00000111,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-6.3,-2.4,-2,0,GO:0050870,positive regulation of T cell activation,M00001110,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.2,-2.1,-2,0,0,GO:0052372,modulation by symbiont of entry into host,M00011100,3,0
1,1,0,0,1,0,0,0,-2.2,-4.2,0,0,-4.3,0,0,0,WP15,Selenium micronutrient network,M11001000,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-9.7,-4.4,-2,0,GO:0022407,regulation of cell-cell adhesion,M00001110,3,0
1,0,1,1,0,0,0,0,-2.6,0,-2.5,-2.3,0,0,0,0,GO:0048771,tissue remodeling,M10110000,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-4.4,-2.1,0,0,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,M00011100,3,0
1,0,0,0,1,0,0,1,-2.1,0,0,0,-2.3,0,0,-3.4,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,M10001001,3,0
1,0,0,0,0,0,1,1,-3.7,0,0,0,0,0,-2.8,-2.7,GO:0072522,purine-containing compound biosynthetic process,M10000011,3,0
1,0,0,1,1,0,0,0,-5.3,0,0,-2,-2.3,0,0,0,GO:0062197,cellular response to chemical stress,M10011000,3,0
1,1,0,0,0,0,1,0,-2.1,-2.2,0,0,0,0,-5.9,0,R-HSA-8980692,RHOA GTPase cycle,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.3,-2.1,-2,0,0,WP2795,Cardiac hypertrophic response,M00011100,3,0
1,1,0,0,0,0,1,0,-7.6,-3.7,0,0,0,0,-3,0,M5949,HALLMARK PEROXISOME,M11000010,3,0
1,1,0,0,0,0,1,0,-4.2,-2.1,0,0,0,0,-5.7,0,M5934,HALLMARK XENOBIOTIC METABOLISM,M11000010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-7.6,0,-2.3,-5.8,GO:0030163,protein catabolic process,M00001011,3,0
1,0,0,1,1,0,0,0,-2.5,0,0,-2.9,-3.5,0,0,0,GO:0051345,positive regulation of hydrolase activity,M10011000,3,0
1,0,0,0,1,0,0,1,-2.9,0,0,0,-4.5,0,0,-2.4,GO:0010638,positive regulation of organelle organization,M10001001,3,0
1,0,0,1,1,0,0,0,-2.4,0,0,-2.2,-3.4,0,0,0,GO:1902905,positive regulation of supramolecular fiber organization,M10011000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-5.6,-2.6,0,-2.4,GO:0001934,positive regulation of protein phosphorylation,M00001101,3,0
1,0,0,0,1,1,0,0,-2.9,0,0,0,-4,-2.1,0,0,hsa04151,PI3K-Akt signaling pathway,M10001100,3,0
1,0,0,0,1,1,0,0,-2,0,0,0,-3,-2.2,0,0,hsa04015,Rap1 signaling pathway,M10001100,3,0
1,1,0,0,0,0,1,0,-3.3,-3,0,0,0,0,-3.9,0,R-HSA-76002,"Platelet activation, signaling and aggregation",M11000010,3,0
1,1,0,0,0,1,0,0,-2.4,-2.8,0,0,0,-2.5,0,0,hsa04918,Thyroid hormone synthesis,M11000100,3,0
0,0,1,0,1,1,0,0,0,0,-4.3,0,-10,-2.7,0,0,GO:1903706,regulation of hemopoiesis,M00101100,3,0
0,0,0,0,0,1,1,1,0,0,0,0,0,-2.6,-7.3,-10,GO:0006886,intracellular protein transport,M00000111,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-12,-4,0,-2.1,hsa05022,Pathways of neurodegeneration - multiple diseases,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.1,-2.9,-2.1,0,0,GO:0060326,cell chemotaxis,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-2.2,-3.8,-3.4,0,0,0,hsa04310,Wnt signaling pathway,M00111000,3,0
0,0,0,1,1,0,0,1,0,0,0,-2.5,-3.4,0,0,-3.4,WP2637,Interleukin 1 IL 1 structural pathway,M00011001,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-5,-6.5,0,0,GO:0002685,regulation of leukocyte migration,M00011100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-12,-2.9,0,-2.5,WP5124,Alzheimer 39 s disease,M00001101,3,0
1,1,0,0,1,0,0,0,-6.1,-2.1,0,0,-2.7,0,0,0,GO:0010035,response to inorganic substance,M11001000,3,0
0,0,1,0,1,1,0,0,0,0,-2.3,0,-6,-4,0,0,GO:0030097,hemopoiesis,M00101100,3,0
0,1,0,1,0,1,0,0,0,-3.1,0,-2.5,0,-4,0,0,GO:1903035,negative regulation of response to wounding,M01010100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-4.6,-2.9,0,-2.2,GO:0010562,positive regulation of phosphorus metabolic process,M00001101,3,0
0,1,0,0,1,0,1,0,0,-9.5,0,0,-2,0,-2.1,0,R-HSA-8957275,Post-translational protein phosphorylation,M01001010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-12,-2.1,0,-2.8,hsa05014,Amyotrophic lateral sclerosis,M00001101,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-35,-3.7,0,-2.4,M5890,HALLMARK TNFA SIGNALING VIA NFKB,M00001101,3,0
0,1,0,0,1,0,1,0,0,-3.6,0,0,-3.2,0,-2.1,0,WP2882,Nuclear receptors meta pathway,M01001010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.2,0,-2.3,-2.2,hsa04932,Non-alcoholic fatty liver disease,M00001011,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.1,0,-4,-3,R-HSA-6807878,COPI-mediated anterograde transport,M00001011,3,0
1,0,0,0,1,1,0,0,-6.9,0,0,0,-3.1,-5.3,0,0,GO:1901652,response to peptide,M10001100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-13,-2.4,0,-2.5,WP4630,Measles virus infection,M00001101,3,0
0,0,0,1,0,0,1,1,0,0,0,-3,0,0,-5.5,-3.6,GO:0051668,localization within membrane,M00010011,3,0
0,0,1,1,0,1,0,0,0,0,-2.3,-3.1,0,-7.2,0,0,GO:0098609,cell-cell adhesion,M00110100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-3,0,-2.1,-2.1,GO:0002707,negative regulation of lymphocyte mediated immunity,M00001011,3,0
1,0,0,0,0,0,1,1,-3.3,0,0,0,0,0,-3.1,-2.4,GO:1901293,nucleoside phosphate biosynthetic process,M10000011,3,0
1,0,0,1,1,0,0,0,-3.5,0,0,-2.7,-3.1,0,0,0,WP306,Focal adhesion,M10011000,3,0
0,0,1,1,0,0,1,0,0,0,-2.1,-2.8,0,0,-3.4,0,WP3915,Angiopoietin like protein 8 regulatory pathway,M00110010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-12,-2.9,0,-2.4,WP2059,Alzheimer 39 s disease and miRNA effects,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-2.3,-3.1,0,0,GO:0048525,negative regulation of viral process,M00011100,3,0
1,1,0,0,0,0,1,0,-2.8,-7.3,0,0,0,0,-2.5,0,R-HSA-196854,Metabolism of vitamins and cofactors,M11000010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-4,0,-2.4,-2.4,hsa04936,Alcoholic liver disease,M00001011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.6,-2.4,-2.3,0,0,GO:0045069,regulation of viral genome replication,M00011100,3,0
1,0,0,1,1,0,0,0,-3.4,0,0,-2.7,-3,0,0,0,hsa04510,Focal adhesion,M10011000,3,0
0,1,1,1,0,0,0,0,0,-2,-3.2,-2.4,0,0,0,0,GO:0072001,renal system development,M01110000,3,0
0,0,0,1,1,0,1,0,0,0,0,-2.3,-2,0,-2.8,0,GO:0009267,cellular response to starvation,M00011010,3,0
1,0,1,0,1,0,0,0,-2.7,0,-2.4,0,-3,0,0,0,GO:0048511,rhythmic process,M10101000,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.4,-4.9,-4,0,0,GO:0006935,chemotaxis,M00011100,3,0
0,1,0,1,1,0,0,0,0,-2.3,0,-2.2,-4.1,0,0,0,GO:0051495,positive regulation of cytoskeleton organization,M01011000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-3.4,-2.2,0,-2.3,R-HSA-9020591,Interleukin-12 signaling,M00001101,3,0
0,0,1,1,0,0,1,0,0,0,-2.7,-2.1,0,0,-2.7,0,R-HSA-9013149,RAC1 GTPase cycle,M00110010,3,0
0,1,0,1,0,0,0,1,0,-2.3,0,-2,0,0,0,-3,GO:0009101,glycoprotein biosynthetic process,M01010001,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-5.3,-4.1,0,-2.1,R-HSA-447115,Interleukin-12 family signaling,M00001101,3,0
0,1,0,0,1,0,0,1,0,-3.1,0,0,-7,0,0,-2.1,GO:0052547,regulation of peptidase activity,M01001001,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-7.6,0,-2.3,-3,hsa04145,Phagosome,M00001011,3,0
1,1,0,0,0,0,1,0,-5.9,-3.3,0,0,0,0,-4.8,0,M5905,HALLMARK ADIPOGENESIS,M11000010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-13,0,-3,-2.3,hsa05417,Lipid and atherosclerosis,M00001011,3,0
1,1,0,0,0,1,0,0,-2.9,-6,0,0,0,-2.4,0,0,GO:0030855,epithelial cell differentiation,M11000100,3,0
0,0,1,1,0,0,1,0,0,0,-2.3,-2.2,0,0,-2.5,0,GO:0070482,response to oxygen levels,M00110010,3,0
1,0,0,0,1,0,1,0,-3.5,0,0,0,-3.1,0,-2.5,0,M5939,HALLMARK P53 PATHWAY,M10001010,3,0
1,1,0,0,0,1,0,0,-3.5,-2.7,0,0,0,-3.7,0,0,M5956,HALLMARK KRAS SIGNALING DN,M11000100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-3.8,-3,0,-3.2,GO:0045860,positive regulation of protein kinase activity,M00001101,3,0
1,0,1,1,0,0,0,0,-2.8,0,-2.5,-2.3,0,0,0,0,GO:0007423,sensory organ development,M10110000,3,0
1,0,0,0,0,0,1,1,-2.1,0,0,0,0,0,-2.5,-2.4,M5936,HALLMARK OXIDATIVE PHOSPHORYLATION,M10000011,3,0
0,1,0,0,0,1,1,0,0,-2.2,0,0,0,-2.7,-2.9,0,GO:1903532,positive regulation of secretion by cell,M01000110,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2,-2.7,0,-2.1,GO:0050792,regulation of viral process,M00001101,3,0
0,0,1,0,1,1,0,0,0,0,-2.8,0,-2.1,-3,0,0,WP560,TGF beta receptor signaling,M00101100,3,0
1,0,0,0,0,0,1,1,-3.5,0,0,0,0,0,-4.3,-3.1,GO:0010256,endomembrane system organization,M10000011,3,0
1,0,1,1,0,0,0,0,-2.3,0,-2.9,-3.2,0,0,0,0,GO:0051493,regulation of cytoskeleton organization,M10110000,3,0
0,1,0,0,1,1,0,0,0,-3.8,0,0,-4.8,-6.3,0,0,M5885,NABA MATRISOME ASSOCIATED,M01001100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.7,-7.6,-5,0,0,GO:0051607,defense response to virus,M00011100,3,0
0,1,0,0,0,0,1,1,0,-5.5,0,0,0,0,-4.3,-2.3,GO:0050878,regulation of body fluid levels,M01000011,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.3,-2.1,-3,0,0,GO:0045071,negative regulation of viral genome replication,M00011100,3,0
1,1,0,0,0,0,0,1,-2.4,-5.9,0,0,0,0,0,-3.5,GO:0006520,amino acid metabolic process,M11000001,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.9,-2.1,0,-2.3,GO:0050866,negative regulation of cell activation,M00001101,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-4.4,-2,0,-2.2,GO:0010720,positive regulation of cell development,M00001101,3,0
0,1,0,0,0,0,1,1,0,-4.1,0,0,0,0,-2.4,-2.3,WP3925,Amino acid metabolism,M01000011,3,0
0,0,0,1,1,0,1,0,0,0,0,-2.2,-2.8,0,-2,0,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,M00011010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.1,-2.6,-2.5,0,0,GO:0071675,regulation of mononuclear cell migration,M00011100,3,0
1,0,0,1,0,1,0,0,-2,0,0,-2.3,0,-2.3,0,0,GO:0006468,protein phosphorylation,M10010100,3,0
